OpportunityID,Event,FieldEvent,OldValue,NewValue,Stage,Probability,StageLength,days_in_stage,CreatedDate,ModifiedDate,from_date,EditDate,EditYear,EditMonth,StageChangeDate,AccountCountry,StageDuration,Age,OldNewStage
0062000000WkPMQ,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:40:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:40,2014,3,,Canada,370,552,"(Created, Created)"
0062000000WkPMQ,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,231 days 11:17:00.000000000,231,3/26/14 0:00,11/12/14 0:00,3/26/14 0:00,11/12/14 11:17,2014,11,,Canada,370,552,"(Prospect, Qualified)"
0062000000WkPMQ,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,125 days 07:29:00.000000000,125,3/26/14 0:00,3/17/15 0:00,11/12/14 0:00,3/17/15 7:29,2015,3,,Canada,370,552,"(Qualified, Prospect)"
0062000000WkPMQ,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,84 days 07:34:00.000000000,84,3/26/14 0:00,6/9/15 0:00,3/17/15 0:00,6/9/15 7:34,2015,6,,Canada,370,552,"(Prospect, Closed Deferred)"
0062000000aaYih,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 07:57:00.000000000,0,11/14/14 0:00,11/14/14 0:00,11/14/14 0:00,11/14/14 7:57,2014,11,,Canada,370,320,"(Created, Created)"
0062000000aaYih,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,207 days 01:08:00.000000000,207,11/14/14 0:00,6/9/15 0:00,11/14/14 0:00,6/9/15 1:08,2015,6,,Canada,370,320,"(Qualified, Closed Deferred)"
0062000000fvRaf,opp_created,Created.,Created,Created,Qualified,20,0 days 06:13:00.000000000,0,11/24/15 0:00,11/24/15 0:00,11/24/15 0:00,11/24/15 6:13,2015,11,,United Kingdom,202,202,"(Created, Created)"
0062000000WkNO8,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:44:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 6:44,2014,3,,United Kingdom,748,280,"(Created, Created)"
0062000000WkNO8,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:23:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:23,2014,3,,United Kingdom,748,280,"(Prospect, Qualified)"
0062000000WkNO8,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,62 days 08:50:00.000000000,62,3/26/14 0:00,5/27/14 0:00,3/26/14 0:00,5/27/14 8:50,2014,5,,United Kingdom,748,280,"(Qualified, Closed Deferred)"
0062000000fvQfg,opp_created,Created.,Created,Created,Closed Lost,0,0 days 05:32:00.000000000,0,11/24/15 0:00,11/24/15 0:00,11/24/15 0:00,11/24/15 5:32,2015,11,2/25/16 0:00,United Kingdom,109,93,"(Created, Created)"
0062000000fvQfg,stage_change,Stage,Buying Process id.,Closed Lost,Closed Lost,0,93 days 15:46:00.000000000,93,11/24/15 0:00,2/25/16 0:00,11/24/15 0:00,2/25/16 15:46,2016,2,2/25/16 0:00,United Kingdom,109,93,"(Buying Process id., Closed Lost)"
0062000000WkNaF,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:54:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 6:54,2014,3,10/16/15 0:00,United Kingdom,241,645,"(Created, Created)"
0062000000WkNaF,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:23:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:23,2014,3,10/16/15 0:00,United Kingdom,241,645,"(Prospect, Qualified)"
0062000000WkNaF,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,222 days 10:44:00.000000000,222,3/26/14 0:00,11/3/14 0:00,3/26/14 0:00,11/3/14 10:44,2014,11,10/16/15 0:00,United Kingdom,241,645,"(Qualified, Prospect)"
0062000000WkNaF,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,347 days 07:17:00.000000000,347,3/26/14 0:00,10/16/15 0:00,11/3/14 0:00,10/16/15 7:17,2015,10,10/16/15 0:00,United Kingdom,241,645,"(Prospect, Closed Deferred)"
0062000000aZlQL,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:45:00.000000000,0,11/8/14 0:00,11/8/14 0:00,11/8/14 0:00,11/8/14 10:45,2014,11,,United Kingdom,448,234,"(Created, Created)"
0062000000aZlQL,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 10:46:00.000000000,0,11/8/14 0:00,11/8/14 0:00,11/8/14 0:00,11/8/14 10:46,2014,11,,United Kingdom,448,234,"(Prospect, Qualified)"
0062000000aZlQL,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,135 days 10:47:00.000000000,135,11/8/14 0:00,3/23/15 0:00,11/8/14 0:00,3/23/15 10:47,2015,3,,United Kingdom,448,234,"(Qualified, Closed Deferred)"
0062000000gD3ke,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 09:36:00.000000000,0,11/4/15 0:00,11/4/15 0:00,11/4/15 0:00,11/4/15 9:36,2015,11,5/20/16 0:00,United States,24,222,"(Created, Created)"
0062000000gD3ke,stage_change,Stage,Prospect,Qualified,Prospect,10,6 days 22:15:00.000000000,6,11/4/15 0:00,11/10/15 0:00,11/4/15 0:00,11/10/15 22:15,2015,11,5/20/16 0:00,United States,24,222,"(Prospect, Qualified)"
0062000000gD3ke,stage_change,Stage,Qualified,Re-Qualify,Prospect,10,101 days 09:39:00.000000000,101,11/4/15 0:00,2/19/16 0:00,11/10/15 0:00,2/19/16 9:39,2016,2,5/20/16 0:00,United States,24,222,"(Qualified, Re-Qualify)"
0062000000gD3ke,stage_change,Stage,Re-Qualify,Qualified,Prospect,10,12 days 08:46:00.000000000,12,11/4/15 0:00,3/2/16 0:00,2/19/16 0:00,3/2/16 8:46,2016,3,5/20/16 0:00,United States,24,222,"(Re-Qualify, Qualified)"
0062000000gD3ke,stage_change,Stage,Qualified,Prospect,Prospect,10,79 days 14:25:00.000000000,79,11/4/15 0:00,5/20/16 0:00,3/2/16 0:00,5/20/16 14:25,2016,5,5/20/16 0:00,United States,24,222,"(Qualified, Prospect)"
0062000000hf1tW,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 16:13:00.000000000,0,2/17/16 0:00,2/17/16 0:00,2/17/16 0:00,2/17/16 16:13,2016,2,3/15/16 0:00,United States,90,117,"(Created, Created)"
0062000000hf1tW,stage_change,Stage,Prospect,Qualified,Qualified,20,27 days 09:30:00.000000000,27,2/17/16 0:00,3/15/16 0:00,2/17/16 0:00,3/15/16 9:30,2016,3,3/15/16 0:00,United States,90,117,"(Prospect, Qualified)"
0062000000WkPg6,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:06:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 9:06,2014,3,,United States,655,370,"(Created, Created)"
0062000000WkPg6,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,155 days 11:05:00.000000000,155,3/26/14 0:00,8/28/14 0:00,3/26/14 0:00,8/28/14 11:05,2014,8,,United States,655,370,"(Prospect, Closed Deferred)"
0062000000f87ex,opp_created,Created.,Created,Created,Prospect,10,0 days 14:58:00.000000000,0,8/18/15 0:00,8/18/15 0:00,8/18/15 0:00,8/18/15 14:58,2015,8,4/27/16 0:00,United States,47,300,"(Created, Created)"
0062000000f87ex,stage_change,Stage,Prospect,Closed Deferred,Prospect,10,253 days 16:31:00.000000000,253,8/18/15 0:00,4/27/16 0:00,8/18/15 0:00,4/27/16 16:31,2016,4,4/27/16 0:00,United States,47,300,"(Prospect, Closed Deferred)"
0062000000f87ex,stage_change,Stage,Closed Deferred,Prospect,Prospect,10,0 days 16:31:00.000000000,0,8/18/15 0:00,4/27/16 0:00,4/27/16 0:00,4/27/16 16:31,2016,4,4/27/16 0:00,United States,47,300,"(Closed Deferred, Prospect)"
0062000000aHQ9i,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 18:24:00.000000000,0,10/14/14 0:00,10/14/14 0:00,10/14/14 0:00,10/14/14 18:24,2014,10,,United States,507,182,"(Created, Created)"
0062000000aHQ9i,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,29 days 11:27:00.000000000,29,10/14/14 0:00,11/12/14 0:00,10/14/14 0:00,11/12/14 11:27,2014,11,,United States,507,182,"(Prospect, Qualified)"
0062000000aHQ9i,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,71 days 18:04:00.000000000,71,10/14/14 0:00,1/22/15 0:00,11/12/14 0:00,1/22/15 18:04,2015,1,,United States,507,182,"(Qualified, Closed Deferred)"
0062000000eBFmq,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 12:08:00.000000000,0,6/9/15 0:00,6/9/15 0:00,6/9/15 0:00,6/9/15 12:08,2015,6,4/28/16 0:00,United States,46,324,"(Created, Created)"
0062000000eBFmq,stage_change,Stage,Prospect,Buying Process id.,Closed Deferred,0,13 days 16:49:00.000000000,13,6/9/15 0:00,6/22/15 0:00,6/9/15 0:00,6/22/15 16:49,2015,6,4/28/16 0:00,United States,46,324,"(Prospect, Buying Process id.)"
0062000000eBFmq,stage_change,Stage,Buying Process id.,Re-Qualify,Closed Deferred,0,129 days 08:44:00.000000000,129,6/9/15 0:00,10/29/15 0:00,6/22/15 0:00,10/29/15 8:44,2015,10,4/28/16 0:00,United States,46,324,"(Buying Process id., Re-Qualify)"
0062000000eBFmq,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,182 days 09:29:00.000000000,182,6/9/15 0:00,4/28/16 0:00,10/29/15 0:00,4/28/16 9:29,2016,4,4/28/16 0:00,United States,46,324,"(Re-Qualify, Closed Deferred)"
0062000000c1A5c,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 16:04:00.000000000,0,1/27/15 0:00,1/27/15 0:00,1/27/15 0:00,1/27/15 16:04,2015,1,12/9/15 0:00,United States,187,429,"(Created, Created)"
0062000000c1A5c,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 16:24:00.000000000,0,1/27/15 0:00,1/27/15 0:00,1/27/15 0:00,1/27/15 16:24,2015,1,12/9/15 0:00,United States,187,429,"(Prospect, Qualified)"
0062000000c1A5c,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,27 days 11:14:00.000000000,27,1/27/15 0:00,2/23/15 0:00,1/27/15 0:00,2/23/15 11:14,2015,2,12/9/15 0:00,United States,187,429,"(Qualified, Buying Process id.)"
0062000000c1A5c,stage_change,Stage,Buying Process id.,Qualified,Closed Deferred,0,28 days 15:17:00.000000000,28,1/27/15 0:00,3/23/15 0:00,2/23/15 0:00,3/23/15 15:17,2015,3,12/9/15 0:00,United States,187,429,"(Buying Process id., Qualified)"
0062000000c1A5c,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,58 days 14:35:00.000000000,58,1/27/15 0:00,5/20/15 0:00,3/23/15 0:00,5/20/15 14:35,2015,5,12/9/15 0:00,United States,187,429,"(Qualified, Prospect)"
0062000000c1A5c,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,84 days 16:38:00.000000000,84,1/27/15 0:00,8/12/15 0:00,5/20/15 0:00,8/12/15 16:38,2015,8,12/9/15 0:00,United States,187,429,"(Prospect, Qualified)"
0062000000c1A5c,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,119 days 15:59:00.000000000,119,1/27/15 0:00,12/9/15 0:00,8/12/15 0:00,12/9/15 15:59,2015,12,12/9/15 0:00,United States,187,429,"(Qualified, Closed Deferred)"
0062000000NLzrJ,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 11:01:00.000000000,0,4/12/12 0:00,4/12/12 0:00,4/12/12 0:00,4/12/12 11:01,2012,4,1/25/16 0:00,Sweden,140,79,"(Created, Created)"
0062000000NLzrJ,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,1383 days 15:22:00.000000000,1383,4/12/12 0:00,1/25/16 0:00,4/12/12 0:00,1/25/16 15:22,2016,1,1/25/16 0:00,Sweden,140,79,"(Prospect, Closed Deferred)"
0062000000dCnjt,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 20:31:00.000000000,0,4/20/15 0:00,4/20/15 0:00,4/20/15 0:00,4/20/15 20:31,2015,4,9/1/15 0:00,United States,286,436,"(Created, Created)"
0062000000dCnjt,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,114 days 16:50:00.000000000,114,4/20/15 0:00,8/12/15 0:00,4/20/15 0:00,8/12/15 16:50,2015,8,9/1/15 0:00,United States,286,436,"(Prospect, Qualified)"
0062000000dCnjt,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,20 days 12:09:00.000000000,20,4/20/15 0:00,9/1/15 0:00,8/12/15 0:00,9/1/15 12:09,2015,9,9/1/15 0:00,United States,286,436,"(Qualified, Closed Deferred)"
0062000000heJVv,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 11:02:00.000000000,0,2/12/16 0:00,2/12/16 0:00,2/12/16 0:00,2/12/16 11:02,2016,2,2/24/16 0:00,United States,110,122,"(Created, Created)"
0062000000heJVv,stage_change,Stage,Prospect,Qualified,Qualified,20,12 days 11:15:00.000000000,12,2/12/16 0:00,2/24/16 0:00,2/12/16 0:00,2/24/16 11:15,2016,2,2/24/16 0:00,United States,110,122,"(Prospect, Qualified)"
0062000000grvEZ,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 18:08:00.000000000,0,12/23/15 0:00,12/23/15 0:00,12/23/15 0:00,12/23/15 18:08,2015,12,6/2/16 0:00,United States,11,172,"(Created, Created)"
0062000000grvEZ,stage_change,Stage,Prospect,Qualified,Prospect,10,36 days 15:45:00.000000000,36,12/23/15 0:00,1/28/16 0:00,12/23/15 0:00,1/28/16 15:45,2016,1,6/2/16 0:00,United States,11,172,"(Prospect, Qualified)"
0062000000grvEZ,stage_change,SDR Created By,Created,Doug Molumby,Prospect,10,57 days 18:38:00.000000000,57,12/23/15 0:00,2/18/16 0:00,12/23/15 0:00,2/18/16 18:38,2016,2,6/2/16 0:00,United States,11,172,"(Created, Doug Molumby)"
0062000000grvEZ,stage_change,Stage,Qualified,Buying Process id.,Prospect,10,26 days 11:30:00.000000000,26,12/23/15 0:00,2/23/16 0:00,1/28/16 0:00,2/23/16 11:30,2016,2,6/2/16 0:00,United States,11,172,"(Qualified, Buying Process id.)"
0062000000grvEZ,stage_change,Stage,Buying Process id.,Short List,Prospect,10,7 days 14:54:00.000000000,7,12/23/15 0:00,2/25/16 0:00,2/18/16 0:00,2/25/16 14:54,2016,2,6/2/16 0:00,United States,11,172,"(Buying Process id., Short List)"
0062000000grvEZ,stage_change,Stage,Short List,Chosen Vendor,Prospect,10,7 days 13:54:00.000000000,7,12/23/15 0:00,3/1/16 0:00,2/23/16 0:00,3/1/16 13:54,2016,3,6/2/16 0:00,United States,11,172,"(Short List, Chosen Vendor)"
0062000000grvEZ,stage_change,Stage,Chosen Vendor,Qualified,Prospect,10,75 days 11:29:00.000000000,75,12/23/15 0:00,5/10/16 0:00,2/25/16 0:00,5/10/16 11:29,2016,5,6/2/16 0:00,United States,11,172,"(Chosen Vendor, Qualified)"
0062000000grvEZ,stage_change,Stage,Qualified,Closed Deferred,Prospect,10,93 days 16:23:00.000000000,93,12/23/15 0:00,6/2/16 0:00,3/1/16 0:00,6/2/16 16:23,2016,6,6/2/16 0:00,United States,11,172,"(Qualified, Closed Deferred)"
0062000000grvEZ,stage_change,Stage,Closed Deferred,Prospect,Prospect,10,23 days 16:23:00.000000000,23,12/23/15 0:00,6/2/16 0:00,5/10/16 0:00,6/2/16 16:23,2016,6,6/2/16 0:00,United States,11,172,"(Closed Deferred, Prospect)"
0062000000VEB1N,opp_created,Created by lead convert,Created,Created,Closed Won,100,0 days 17:32:00.000000000,0,11/1/13 0:00,11/1/13 0:00,11/1/13 0:00,11/1/13 17:32,2013,11,,Australia,668,287,"(Created, Created)"
0062000000VEB1N,stage_change,Stage,Prospect,Buying Process id.,Closed Won,100,0 days 17:37:00.000000000,0,11/1/13 0:00,11/1/13 0:00,11/1/13 0:00,11/1/13 17:37,2013,11,,Australia,668,287,"(Prospect, Buying Process id.)"
0062000000VEB1N,stage_change,Stage,Buying Process id.,Short List,Closed Won,100,22 days 12:03:00.000000000,22,11/1/13 0:00,11/23/13 0:00,11/1/13 0:00,11/23/13 12:03,2013,11,,Australia,668,287,"(Buying Process id., Short List)"
0062000000VEB1N,stage_change,Stage,Short List,Negotiation/Review,Closed Won,100,257 days 06:25:00.000000000,257,11/1/13 0:00,8/7/14 0:00,11/23/13 0:00,8/7/14 6:25,2014,8,,Australia,668,287,"(Short List, Negotiation/Review)"
0062000000VEB1N,stage_change,Stage,Negotiation/Review,Closed Won,Closed Won,100,8 days 02:48:00.000000000,8,11/1/13 0:00,8/15/14 0:00,8/7/14 0:00,8/15/14 2:48,2014,8,,Australia,668,287,"(Negotiation/Review, Closed Won)"
0062000000fixJl,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:20:00.000000000,0,10/29/15 0:00,10/29/15 0:00,10/29/15 0:00,10/29/15 10:20,2015,10,4/1/16 0:00,United Kingdom,73,155,"(Created, Created)"
0062000000fixJl,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 10:21:00.000000000,0,10/29/15 0:00,10/29/15 0:00,10/29/15 0:00,10/29/15 10:21,2015,10,4/1/16 0:00,United Kingdom,73,155,"(Prospect, Qualified)"
0062000000fixJl,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,155 days 10:40:00.000000000,155,10/29/15 0:00,4/1/16 0:00,10/29/15 0:00,4/1/16 10:40,2016,4,4/1/16 0:00,United Kingdom,73,155,"(Qualified, Closed Deferred)"
0062000000HVwnl,stage_change,Stage,Needs Analysis,Short List,Closed Deferred,0,0 days 05:52:00.000000000,0,1/10/11 0:00,2/22/11 0:00,2/22/11 0:00,2/22/11 5:52,2011,2,,Australia,1568,627,"(Needs Analysis, Short List)"
0062000000HVwnl,stage_change,Stage,Short List,Qualified,Closed Deferred,0,0 days 07:31:00.000000000,0,1/10/11 0:00,5/21/11 0:00,5/21/11 0:00,5/21/11 7:31,2011,5,,Australia,1568,627,"(Short List, Qualified)"
0062000000HVwnl,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,0 days 04:17:00.000000000,0,1/10/11 0:00,8/12/11 0:00,8/12/11 0:00,8/12/11 4:17,2011,8,,Australia,1568,627,"(Qualified, Prospect)"
0062000000HVwnl,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,0 days 11:20:00.000000000,0,1/10/11 0:00,2/27/12 0:00,2/27/12 0:00,2/27/12 11:20,2012,2,,Australia,1568,627,"(Prospect, Closed Deferred)"
0062000000XHtat,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 12:05:00.000000000,0,4/25/14 0:00,4/25/14 0:00,4/25/14 0:00,4/25/14 12:05,2014,4,,United States,648,431,"(Created, Created)"
0062000000XHtat,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,132 days 15:55:00.000000000,132,4/25/14 0:00,9/4/14 0:00,4/25/14 0:00,9/4/14 15:55,2014,9,,United States,648,431,"(Prospect, Closed Deferred)"
0062000000grfr2,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 12:46:00.000000000,0,12/21/15 0:00,12/21/15 0:00,12/21/15 0:00,12/21/15 12:46,2015,12,5/13/16 0:00,Canada,31,144,"(Created, Created)"
0062000000grfr2,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,58 days 16:24:00.000000000,58,12/21/15 0:00,2/17/16 0:00,12/21/15 0:00,2/17/16 16:24,2016,2,5/13/16 0:00,Canada,31,144,"(Prospect, Qualified)"
0062000000grfr2,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,86 days 14:26:00.000000000,86,12/21/15 0:00,5/13/16 0:00,2/17/16 0:00,5/13/16 14:26,2016,5,5/13/16 0:00,Canada,31,144,"(Qualified, Closed Deferred)"
0062000000Wjffu,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 17:00:00.000000000,0,3/20/14 0:00,3/20/14 0:00,3/20/14 0:00,3/20/14 17:00,2014,3,,United States,747,69,"(Created, Created)"
0062000000Wjffu,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 17:01:00.000000000,0,3/20/14 0:00,3/20/14 0:00,3/20/14 0:00,3/20/14 17:01,2014,3,,United States,747,69,"(Prospect, Qualified)"
0062000000Wjffu,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,69 days 07:49:00.000000000,69,3/20/14 0:00,5/28/14 0:00,3/20/14 0:00,5/28/14 7:49,2014,5,,United States,747,69,"(Qualified, Closed Deferred)"
0062000000dCxGE,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 12:48:00.000000000,0,4/21/15 0:00,4/21/15 0:00,4/21/15 0:00,4/21/15 12:48,2015,4,,United States,340,315,"(Created, Created)"
0062000000dCxGE,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,79 days 12:05:00.000000000,79,4/21/15 0:00,7/9/15 0:00,4/21/15 0:00,7/9/15 12:05,2015,7,,United States,340,315,"(Prospect, Closed Deferred)"
0062000000hexUR,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 08:46:00.000000000,0,2/17/16 0:00,2/17/16 0:00,2/17/16 0:00,2/17/16 8:46,2016,2,,United Kingdom,117,117,"(Created, Created)"
0062000000efT6N,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 15:00:00.000000000,0,7/20/15 0:00,7/20/15 0:00,7/20/15 0:00,7/20/15 15:00,2015,7,4/20/16 0:00,United States,54,275,"(Created, Created)"
0062000000efT6N,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,101 days 14:35:00.000000000,101,7/20/15 0:00,10/29/15 0:00,7/20/15 0:00,10/29/15 14:35,2015,10,4/20/16 0:00,United States,54,275,"(Prospect, Re-Qualify)"
0062000000efT6N,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,174 days 16:50:00.000000000,174,7/20/15 0:00,4/20/16 0:00,10/29/15 0:00,4/20/16 16:50,2016,4,4/20/16 0:00,United States,54,275,"(Re-Qualify, Closed Deferred)"
0062000000j4WTn,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 12:09:00.000000000,0,5/23/16 0:00,5/23/16 0:00,5/23/16 0:00,5/23/16 12:09,2016,5,6/1/16 0:00,,12,21,"(Created, Created)"
0062000000j4WTn,stage_change,Stage,Prospect,Qualified,Qualified,20,9 days 04:08:00.000000000,9,5/23/16 0:00,6/1/16 0:00,5/23/16 0:00,6/1/16 4:08,2016,6,6/1/16 0:00,,12,21,"(Prospect, Qualified)"
0062000000j4aYz,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 06:14:00.000000000,0,5/24/16 0:00,5/24/16 0:00,5/24/16 0:00,5/24/16 6:14,2016,5,5/24/16 0:00,United Kingdom,20,20,"(Created, Created)"
0062000000j4aYz,stage_change,Stage,Prospect,Qualified,Qualified,20,0 days 06:15:00.000000000,0,5/24/16 0:00,5/24/16 0:00,5/24/16 0:00,5/24/16 6:15,2016,5,5/24/16 0:00,United Kingdom,20,20,"(Prospect, Qualified)"
0062000000j54vr,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 12:10:00.000000000,0,5/31/16 0:00,5/31/16 0:00,5/31/16 0:00,5/31/16 12:10,2016,5,5/31/16 0:00,United Kingdom,13,13,"(Created, Created)"
0062000000j54vr,stage_change,Stage,Prospect,Qualified,Qualified,20,0 days 12:12:00.000000000,0,5/31/16 0:00,5/31/16 0:00,5/31/16 0:00,5/31/16 12:12,2016,5,5/31/16 0:00,United Kingdom,13,13,"(Prospect, Qualified)"
0062000000j54vr,stage_change,SDR Created By,Created,Tony Fitzgerald,Qualified,20,0 days 19:55:00.000000000,0,5/31/16 0:00,5/31/16 0:00,5/31/16 0:00,5/31/16 19:55,2016,5,5/31/16 0:00,United Kingdom,13,13,"(Created, Tony Fitzgerald)"
0062000000fhzam,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 11:41:00.000000000,0,10/22/15 0:00,10/22/15 0:00,10/22/15 0:00,10/22/15 11:41,2015,10,6/3/16 0:00,United Kingdom,10,225,"(Created, Created)"
0062000000fhzam,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,225 days 05:41:00.000000000,225,10/22/15 0:00,6/3/16 0:00,10/22/15 0:00,6/3/16 5:41,2016,6,6/3/16 0:00,United Kingdom,10,225,"(Prospect, Closed Deferred)"
0062000000eE9Ad,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 18:13:00.000000000,0,7/1/15 0:00,7/1/15 0:00,7/1/15 0:00,7/1/15 18:13,2015,7,1/6/16 0:00,United States,159,187,"(Created, Created)"
0062000000eE9Ad,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,7 days 13:37:00.000000000,7,7/1/15 0:00,7/8/15 0:00,7/1/15 0:00,7/8/15 13:37,2015,7,1/6/16 0:00,United States,159,187,"(Prospect, Qualified)"
0062000000eE9Ad,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,182 days 11:58:00.000000000,182,7/1/15 0:00,1/6/16 0:00,7/8/15 0:00,1/6/16 11:58,2016,1,1/6/16 0:00,United States,159,187,"(Qualified, Closed Deferred)"
0062000000hzdyn,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:02:00.000000000,0,3/22/16 0:00,3/22/16 0:00,3/22/16 0:00,3/22/16 9:02,2016,3,4/26/16 0:00,United States,48,35,"(Created, Created)"
0062000000hzdyn,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,14 days 12:17:00.000000000,14,3/22/16 0:00,4/5/16 0:00,3/22/16 0:00,4/5/16 12:17,2016,4,4/26/16 0:00,United States,48,35,"(Prospect, Qualified)"
0062000000hzdyn,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,21 days 13:59:00.000000000,21,3/22/16 0:00,4/26/16 0:00,4/5/16 0:00,4/26/16 13:59,2016,4,4/26/16 0:00,United States,48,35,"(Qualified, Closed Deferred)"
0062000000WneT6,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 12:41:00.000000000,0,4/16/14 0:00,4/16/14 0:00,4/16/14 0:00,4/16/14 12:41,2014,4,,United States,528,261,"(Created, Created)"
0062000000WneT6,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,261 days 10:08:00.000000000,261,4/16/14 0:00,1/2/15 0:00,4/16/14 0:00,1/2/15 10:08,2015,1,,United States,528,261,"(Qualified, Closed Deferred)"
0062000000WneVR,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 12:51:00.000000000,0,4/16/14 0:00,4/16/14 0:00,4/16/14 0:00,4/16/14 12:51,2014,4,,United States,748,41,"(Created, Created)"
0062000000WneVR,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,41 days 12:48:00.000000000,41,4/16/14 0:00,5/27/14 0:00,4/16/14 0:00,5/27/14 12:48,2014,5,,United States,748,41,"(Qualified, Closed Deferred)"
0062000000j2YIS,opp_created,Created.,Created,Created,Negotiation/Review,80,0 days 13:23:00.000000000,0,6/6/16 0:00,6/6/16 0:00,6/6/16 0:00,6/6/16 13:23,2016,6,,Saudi Arabia,7,7,"(Created, Created)"
